factura_id,sucursal_id,ciudad_id,cliente_id,genero_id,linea_de_producto_id,metodo_de_pago_id,precio_unitario,cantidad,tax,total,fechas,costos_directos,ingreso_bruto,calificacion
755-12-3214,3,2,1,2,2,2,44.22,5,11.055,232.155,2019-5-3 17:07:00,221.1,11.055,8.6
346-84-3103,2,1,1,2,1,1,13.22,5,3.305,69.405,2019-2-3 19:26:00,66.1,3.305,4.3
478-06-7835,1,3,2,1,2,3,89.69,1,44.845,941.745,2019-11-1 11:20:00,89.69,44.845,4.9
540-11-4336,1,3,2,1,3,2,24.94,9,11.223,235.683,2019-11-1 16:49:00,224.46,11.223,5.6
448-81-5016,1,3,2,1,4,2,59.77,2,5.977,125.517,2019-11-3 12:01:00,119.54,5.977,5.8
142-72-4741,3,2,1,1,2,2,93.2,2,9.32,195.72,2019-2-28 18:37:00,186.4,9.32,6.0
217-58-1179,1,3,1,1,5,1,62.65,4,12.53,263.13,2019-5-1 11:25:00,250.6,12.53,4.2
376-02-8238,2,1,2,1,5,2,93.87,8,37.548,788.508,2019-2-2 18:42:00,750.96,37.548,8.3
530-90-9855,1,3,1,1,5,1,47.59,8,19.036,399.756,2019-1-1 14:47:00,380.72,19.036,5.7
866-05-7563,2,1,1,2,1,1,81.4,3,12.21,256.41,2019-9-2 19:43:00,244.2,12.21,4.8
604-70-6476,1,3,1,1,2,3,17.94,5,4.485,94.185,2019-1-23 14:04:00,89.7,4.485,6.8
799-71-1548,1,3,1,1,1,2,77.72,4,15.544,326.424,2019-7-1 16:11:00,310.88,15.544,8.8
785-13-7708,2,1,2,1,3,2,73.06,7,25.571,536.991,2019-1-14 19:06:00,511.42,25.571,4.2
845-51-0542,2,1,1,1,3,3,46.55,9,209.475,4398.975,2019-2-2 15:34:00,418.95,209.475,6.4
662-47-5456,3,2,1,1,2,2,35.19,10,17.595,369.495,2019-3-17 19:06:00,351.9,17.595,8.4
883-17-4236,3,2,2,2,6,2,14.39,2,1.439,30.219,2019-2-3 19:44:00,28.78,1.439,7.2
290-68-2984,1,3,2,1,5,1,23.75,4,4.75,99.75,2019-3-16 11:22:00,95.0,4.75,5.2
704-11-6354,1,3,1,1,5,1,58.9,8,23.56,494.76,2019-6-1 11:23:00,471.2,23.56,8.9
110-48-7033,2,1,1,1,2,1,32.62,4,6.524,137.004,2019-1-29 14:12:00,130.48,6.524,9.0
366-93-0948,1,3,1,1,1,2,66.35,1,33.175,696.675,2019-1-31 10:46:00,66.35,33.175,9.7
729-09-9681,1,3,1,1,5,3,25.91,6,7.773,163.233,2019-5-2 10:16:00,155.46,7.773,8.7
151-16-1484,1,3,1,1,1,3,32.25,4,6.45,135.45,2019-2-13 12:38:00,129.0,6.45,6.5
380-94-4661,3,2,1,1,1,2,65.94,4,13.188,276.948,2019-7-2 13:05:00,263.76,13.188,6.9
850-41-9669,1,3,2,2,1,3,75.06,9,33.777,709.317,2019-3-19 13:25:00,675.54,33.777,6.2
821-07-3596,3,2,2,2,2,3,16.45,4,3.29,69.09,2019-7-3 14:53:00,65.8,3.29,5.6
655-85-5130,2,1,1,2,2,1,38.3,4,7.66,160.86,2019-3-13 19:22:00,153.2,7.66,5.7
447-15-7839,1,3,1,2,6,1,22.24,10,11.12,233.52,2019-9-2 11:00:00,222.4,11.12,4.2
154-74-7179,2,1,2,1,6,3,54.45,1,27.225,571.725,2019-2-26 19:24:00,54.45,27.225,7.9
253-12-6086,1,3,1,2,6,2,98.4,7,34.44,723.24,2019-12-3 12:43:00,688.8,34.44,8.7
808-65-0703,3,2,2,1,5,2,35.47,4,7.094,148.974,2019-3-14 17:22:00,141.88,7.094,6.9
571-94-0759,2,1,1,2,3,1,74.6,10,37.3,783.3,2019-8-1 20:55:00,746.0,37.3,9.5
144-51-6085,1,3,1,1,5,2,70.74,4,14.148,297.108,2019-5-1 16:05:00,282.96,14.148,4.4
731-14-2199,1,3,1,2,5,3,35.54,10,17.77,373.17,2019-4-1 13:34:00,355.4,17.77,7.0
783-09-1637,2,1,2,2,6,3,67.43,5,168.575,3540.075,2019-6-3 18:13:00,337.15,168.575,6.3
687-15-1097,3,2,1,2,4,1,21.12,2,2.112,44.352,2019-3-1 19:17:00,42.24,2.112,9.7
126-54-1082,1,3,1,2,5,2,21.54,9,9.693,203.553,2019-7-1 11:44:00,193.86,9.693,8.8
633-91-1052,1,3,2,2,5,1,12.03,2,1.203,25.263,2019-1-27 15:51:00,24.06,1.203,5.1
477-24-6490,2,1,2,2,4,3,99.71,6,29.913,628.173,2019-2-26 16:52:00,598.26,29.913,7.9
566-19-5475,2,1,2,1,2,1,47.97,7,167.895,3525.795,2019-7-1 20:52:00,335.79,167.895,6.2
526-86-8552,3,2,1,2,5,1,21.82,10,10.91,229.11,2019-7-1 17:36:00,218.2,10.91,7.1
376-56-3573,3,2,2,2,2,3,95.42,4,19.084,400.764,2019-2-2 13:23:00,381.68,19.084,6.4
537-72-0426,3,2,1,1,2,1,70.99,10,35.495,745.395,2019-3-20 16:28:00,709.9,35.495,5.7
828-61-5674,1,3,1,1,6,2,44.02,10,22.01,462.21,2019-3-20 19:57:00,440.2,22.01,9.6
136-08-6195,1,3,2,2,5,2,69.96,8,27.984,587.664,2019-2-15 17:01:00,559.68,27.984,6.4
523-38-0215,3,2,2,1,5,2,37.0,1,1.85,38.85,2019-6-3 13:29:00,37.0,1.85,7.9
490-29-1201,1,3,2,2,6,1,15.34,1,0.767,16.107,2019-6-1 11:09:00,15.34,0.767,6.5
667-92-0055,1,3,1,1,4,3,99.83,6,29.949,628.929,2019-4-3 15:02:00,598.98,29.949,8.5
565-17-3836,1,3,1,2,4,1,47.67,4,9.534,200.214,2019-12-3 14:21:00,190.68,9.534,9.1
498-41-1961,2,1,2,1,4,1,66.68,5,16.67,350.07,2019-2-20 18:01:00,333.4,16.67,7.6
593-95-4461,3,2,1,1,5,1,74.86,1,3.743,78.603,2019-3-24 14:49:00,74.86,3.743,6.9
226-71-3580,3,2,2,2,6,1,23.75,9,106.875,2244.375,2019-1-31 12:02:00,213.75,106.875,9.5
283-79-9594,2,1,2,2,3,2,48.51,7,169.785,3565.485,2019-1-25 13:30:00,339.57,169.785,5.2
430-60-3493,1,3,1,2,5,1,94.88,7,33.208,697.368,2019-3-2 14:38:00,664.16,33.208,4.2
139-20-0155,2,1,1,1,1,2,40.3,10,20.15,423.15,2019-1-24 17:37:00,403.0,20.15,7.0
558-80-4082,3,2,2,1,1,3,27.85,7,97.475,2046.975,2019-3-14 17:20:00,194.95,97.475,6.0
278-97-7759,1,3,1,2,1,1,62.48,1,3.124,65.604,2019-2-18 20:29:00,62.48,3.124,4.7
316-68-6352,1,3,1,2,3,1,36.36,2,3.636,76.356,2019-1-21 10:00:00,72.72,3.636,7.1
585-03-5943,2,1,2,1,4,3,18.11,10,9.055,190.155,2019-3-13 11:46:00,181.1,9.055,5.9
211-05-0490,3,2,1,2,1,1,51.92,5,12.98,272.58,2019-3-3 13:42:00,259.6,12.98,7.5
727-75-6477,3,2,2,1,1,1,28.84,4,5.768,121.128,2019-3-29 14:44:00,115.36,5.768,6.4
744-02-5987,1,3,1,1,5,3,78.38,6,23.514,493.794,2019-10-1 14:16:00,470.28,23.514,5.8
307-83-9164,1,3,1,1,5,1,60.01,4,12.002,252.042,2019-1-25 15:54:00,240.04,12.002,4.5
779-06-0012,3,2,1,2,5,1,88.61,1,44.305,930.405,2019-1-19 10:21:00,88.61,44.305,7.7
446-47-6729,3,2,2,1,2,2,99.82,2,9.982,209.622,2019-2-1 18:09:00,199.64,9.982,6.7
573-10-3877,2,1,1,1,4,2,39.01,1,19.505,409.605,2019-12-3 16:46:00,39.01,19.505,4.7
735-06-4124,3,2,2,1,3,1,48.61,1,24.305,510.405,2019-2-25 15:31:00,48.61,24.305,4.4
439-54-7422,1,3,2,2,1,2,51.19,4,10.238,214.998,2019-3-18 17:15:00,204.76,10.238,4.7
396-90-2219,2,1,2,2,1,1,14.96,8,5.984,125.664,2019-2-23 12:29:00,119.68,5.984,8.6
411-77-0180,1,3,1,1,1,3,72.2,7,25.27,530.67,2019-3-26 20:14:00,505.4,25.27,4.3
286-01-5402,1,3,2,2,6,1,40.23,7,140.805,2956.905,2019-3-30 13:22:00,281.61,140.805,9.6
803-17-8013,1,3,1,2,5,1,88.79,8,35.516,745.836,2019-2-17 17:09:00,710.32,35.516,4.1
512-98-1403,1,3,1,2,1,3,26.48,3,3.972,83.412,2019-3-21 10:40:00,79.44,3.972,4.7
848-42-2560,1,3,2,2,2,1,81.91,2,8.191,172.011,2019-5-3 17:43:00,163.82,8.191,7.8
532-59-7201,2,1,1,1,6,1,79.93,6,23.979,503.559,2019-1-31 14:04:00,479.58,23.979,5.5
181-94-6432,3,2,1,1,2,3,69.33,2,6.933,145.593,2019-5-2 19:05:00,138.66,6.933,9.7
870-76-1733,1,3,1,2,3,2,14.23,5,35.575,747.075,2019-1-2 10:08:00,71.15,35.575,4.4
423-64-4619,1,3,1,2,4,1,15.55,9,69.975,1469.475,2019-7-3 13:12:00,139.95,69.975,5.0
227-07-4446,3,2,1,2,1,1,78.13,10,39.065,820.365,2019-10-2 20:51:00,781.3,39.065,4.4
174-36-3675,3,2,1,1,3,1,99.37,2,9.937,208.677,2019-2-14 17:29:00,198.74,9.937,5.2
428-83-5800,3,2,1,2,3,1,21.08,3,3.162,66.402,2019-9-2 10:25:00,63.24,3.162,7.3
603-07-0961,3,2,1,1,1,1,74.79,5,186.975,3926.475,2019-10-1 11:34:00,373.95,186.975,4.9
704-20-4138,3,2,1,2,4,2,29.67,7,103.845,2180.745,2019-11-3 18:58:00,207.69,103.845,8.1
787-15-1757,3,2,1,1,4,3,44.07,4,8.814,185.094,2019-2-18 16:28:00,176.28,8.814,8.4
649-11-3678,3,2,2,2,3,1,22.93,9,103.185,2166.885,2019-2-26 20:26:00,206.37,103.185,5.5
622-20-1945,3,2,2,2,4,1,39.42,1,1.971,41.391,2019-1-18 15:08:00,39.42,1.971,8.4
372-94-8041,1,3,2,1,4,3,15.26,6,4.578,96.138,2019-2-15 18:03:00,91.56,4.578,9.8
563-91-7120,1,3,2,2,2,1,61.77,5,154.425,3242.925,2019-8-3 13:21:00,308.85,154.425,6.7
746-54-5508,1,3,2,1,5,2,21.52,6,6.456,135.576,2019-1-17 12:48:00,129.12,6.456,9.4
276-54-0879,2,1,2,1,6,3,97.74,4,19.548,410.508,2019-12-3 19:53:00,390.96,19.548,6.4
815-11-1168,1,3,1,1,3,1,99.78,5,24.945,523.845,2019-9-3 19:09:00,498.9,24.945,5.4
719-76-3868,3,2,1,1,3,1,94.26,4,18.852,395.892,2019-12-3 16:30:00,377.04,18.852,8.6
730-61-8757,2,1,1,1,4,2,51.13,4,10.226,214.746,2019-1-25 10:11:00,204.52,10.226,4.0
340-66-0321,1,3,1,1,1,1,36.36,4,7.272,152.712,2019-3-25 13:07:00,145.44,7.272,7.6
868-81-1752,2,1,2,1,5,1,22.02,9,9.909,208.089,2019-7-2 18:48:00,198.18,9.909,6.8
634-97-8956,1,3,2,1,3,2,32.9,3,4.935,103.635,2019-2-17 17:27:00,98.7,4.935,9.1
566-71-1091,1,3,2,1,2,1,77.02,5,19.255,404.355,2019-3-2 15:59:00,385.1,19.255,5.5
442-48-3607,1,3,1,1,3,2,23.48,2,2.348,49.308,2019-3-14 11:21:00,46.96,2.348,7.9
835-16-0096,3,2,1,1,6,3,14.7,5,3.675,77.175,2019-3-24 13:48:00,73.5,3.675,8.5
527-09-6272,1,3,1,2,1,2,28.45,5,71.125,1493.625,2019-3-21 10:17:00,142.25,71.125,9.1
898-04-2717,1,3,2,1,2,3,76.4,9,34.38,721.98,2019-3-19 15:49:00,687.6,34.38,7.5
692-27-8933,2,1,2,2,6,1,57.95,6,17.385,365.085,2019-2-24 13:02:00,347.7,17.385,5.2
633-09-3463,3,2,2,2,1,2,47.65,3,71.475,1500.975,2019-3-28 12:58:00,142.95,71.475,9.5
374-17-3652,2,1,1,2,3,2,42.82,9,19.269,404.649,2019-5-2 15:26:00,385.38,19.269,8.9
378-07-7001,2,1,1,1,1,2,48.09,3,72.135,1514.835,2019-10-2 18:23:00,144.27,72.135,7.8
433-75-6987,2,1,1,2,4,3,55.97,7,195.895,4113.795,2019-5-3 19:06:00,391.79,195.895,8.9
873-95-4984,2,1,1,2,4,1,76.9,7,26.915,565.215,2019-2-15 20:21:00,538.3,26.915,7.7
416-13-5917,3,2,2,2,3,3,97.03,5,242.575,5094.075,2019-1-30 16:24:00,485.15,242.575,9.3
150-89-8043,1,3,2,1,6,1,44.65,3,66.975,1406.475,2019-2-14 15:04:00,133.95,66.975,6.2
135-84-8019,1,3,2,2,2,3,77.93,9,350.685,7364.385,2019-2-27 16:10:00,701.37,350.685,7.6
441-94-7118,1,3,1,1,1,1,71.95,1,35.975,755.475,2019-4-2 12:14:00,71.95,35.975,7.3
725-96-3778,3,2,1,2,5,1,89.25,8,35.7,749.7,2019-1-20 10:13:00,714.0,35.7,4.7
531-80-1784,1,3,2,1,1,1,26.02,7,9.107,191.247,2019-3-28 17:38:00,182.14,9.107,5.1
400-45-1220,2,1,2,2,4,2,13.5,10,6.75,141.75,2019-2-27 11:06:00,135.0,6.75,4.8
860-79-0874,3,2,1,2,2,2,99.3,10,49.65,1042.65,2019-2-15 14:53:00,993.0,49.65,6.6
834-61-8124,1,3,2,1,1,1,51.69,7,180.915,3799.215,2019-1-26 18:22:00,361.83,180.915,5.5
115-99-4379,2,1,1,2,2,2,54.73,7,191.555,4022.655,2019-3-14 19:02:00,383.11,191.555,8.5
565-67-6697,2,1,1,1,5,1,27.0,9,12.15,255.15,2019-2-3 14:16:00,243.0,12.15,4.8
320-49-6392,3,2,2,2,1,1,30.24,1,1.512,31.752,2019-4-3 15:44:00,30.24,1.512,8.4
889-04-9723,2,1,1,2,3,2,89.14,4,17.828,374.388,2019-7-1 12:20:00,356.56,17.828,7.8
632-90-0281,3,2,2,2,2,2,37.55,10,18.775,394.275,2019-8-3 20:01:00,375.5,18.775,9.3
554-42-2417,3,2,2,2,6,1,95.44,10,47.72,1002.12,2019-9-1 13:45:00,954.4,47.72,5.2
453-63-6187,2,1,2,1,1,3,27.5,3,4.125,86.625,2019-1-3 15:40:00,82.5,4.125,6.5
578-80-7669,2,1,2,1,6,1,74.97,1,37.485,787.185,2019-3-16 16:58:00,74.97,37.485,5.6
612-36-5536,1,3,1,1,3,2,80.96,8,32.384,680.064,2019-2-17 11:12:00,647.68,32.384,7.4
605-72-4132,3,2,2,2,3,1,94.47,8,37.788,793.548,2019-2-27 15:12:00,755.76,37.788,9.1
471-41-2823,3,2,2,1,3,3,99.79,2,9.979,209.559,2019-7-3 20:37:00,199.58,9.979,8.0
462-67-9126,1,3,2,1,5,1,73.22,6,21.966,461.286,2019-1-21 17:44:00,439.32,21.966,7.2
272-27-9238,3,2,2,2,3,1,41.24,4,8.248,173.208,2019-2-19 16:23:00,164.96,8.248,7.1
834-25-9262,3,2,2,2,2,1,81.68,4,16.336,343.056,2019-6-1 12:12:00,326.72,16.336,9.1
122-61-9553,3,2,2,2,1,1,51.32,9,23.094,484.974,2019-3-14 19:33:00,461.88,23.094,5.6
468-88-0009,1,3,1,1,5,1,65.94,4,13.188,276.948,2019-3-24 10:29:00,263.76,13.188,6.0
613-59-9758,3,2,2,2,6,1,14.36,10,7.18,150.78,2019-1-27 14:28:00,143.6,7.18,5.4
254-31-0042,1,3,1,1,1,2,21.5,9,9.675,203.175,2019-6-3 12:46:00,193.5,9.675,7.8
201-86-2184,2,1,1,2,1,1,26.26,7,9.191,193.011,2019-2-2 19:40:00,183.82,9.191,9.9
261-12-8671,2,1,2,2,2,2,60.96,2,6.096,128.016,2019-1-25 19:39:00,121.92,6.096,4.9
730-70-9830,3,2,2,2,5,3,70.11,6,21.033,441.693,2019-3-14 17:54:00,420.66,21.033,5.2
382-25-8917,3,2,2,1,2,1,42.08,6,12.624,265.104,2019-1-29 12:25:00,252.48,12.624,8.9
422-29-8786,1,3,2,2,5,2,67.09,5,167.725,3522.225,2019-3-1 16:47:00,335.45,167.725,9.1
667-23-5919,1,3,1,2,2,3,96.7,5,24.175,507.675,2019-1-14 12:52:00,483.5,24.175,7.0
843-01-4703,2,1,1,2,5,2,35.38,9,15.921,334.341,2019-5-1 19:50:00,318.42,15.921,9.6
743-88-1662,3,2,2,1,6,3,95.49,7,334.215,7018.515,2019-2-22 18:17:00,668.43,334.215,8.7
595-86-2894,3,2,1,1,2,3,96.98,4,19.396,407.316,2019-6-2 17:20:00,387.92,19.396,9.4
182-69-8360,2,1,2,2,1,2,23.65,4,4.73,99.33,2019-1-30 13:32:00,94.6,4.73,4.0
289-15-7034,1,3,1,1,6,2,82.33,4,16.466,345.786,2019-11-1 10:37:00,329.32,16.466,7.5
462-78-5240,3,2,2,2,1,1,26.61,2,2.661,55.881,2019-3-19 14:35:00,53.22,2.661,4.2
868-52-7573,2,1,2,2,3,1,99.69,5,249.225,5233.725,2019-1-14 12:09:00,498.45,249.225,9.9
153-58-4872,3,2,1,2,3,3,74.89,4,14.978,314.538,2019-1-3 15:32:00,299.56,14.978,4.2
662-72-2873,1,3,2,2,3,3,40.94,5,10.235,214.935,2019-6-1 13:58:00,204.7,10.235,9.9
525-88-7307,2,1,1,1,6,1,75.82,1,3.791,79.611,2019-1-31 13:19:00,75.82,3.791,5.8
689-16-9784,3,2,2,1,3,1,46.77,6,14.031,294.651,2019-11-3 13:37:00,280.62,14.031,6.0
725-56-0833,1,3,2,2,4,2,32.32,10,16.16,339.36,2019-2-20 16:49:00,323.2,16.16,10.0
394-41-0748,3,2,1,2,2,3,54.07,9,243.315,5109.615,2019-1-27 14:55:00,486.63,243.315,9.5
596-42-3999,2,1,2,1,3,2,18.22,7,6.377,133.917,2019-10-3 14:04:00,127.54,6.377,6.6
541-89-9860,3,2,1,2,2,1,80.48,3,12.072,253.512,2019-2-15 12:31:00,241.44,12.072,8.1
173-82-9529,2,1,2,2,2,1,37.95,10,18.975,398.475,2019-1-26 14:51:00,379.5,18.975,9.7
563-36-9814,1,3,1,1,1,3,76.82,1,3.841,80.661,2019-2-13 18:27:00,76.82,3.841,7.2
308-47-4913,1,3,1,2,6,2,52.26,10,26.13,548.73,2019-9-3 12:45:00,522.6,26.13,6.2
885-17-6250,1,3,2,2,4,3,79.74,1,3.987,83.727,2019-6-3 10:36:00,79.74,3.987,7.3
726-27-2396,1,3,2,2,4,3,77.5,5,19.375,406.875,2019-1-24 20:36:00,387.5,19.375,4.3
316-01-3952,1,3,2,2,3,3,54.27,5,135.675,2849.175,2019-3-13 14:16:00,271.35,135.675,4.6
760-54-1821,2,1,2,1,5,1,13.59,9,61.155,1284.255,2019-3-15 10:26:00,122.31,61.155,5.8
793-10-3222,2,1,1,2,4,2,41.06,6,12.318,258.678,2019-5-3 13:30:00,246.36,12.318,8.3
346-12-3257,2,1,1,1,1,1,19.24,9,8.658,181.818,2019-4-3 16:28:00,173.16,8.658,8.0
110-05-6330,3,2,2,2,3,2,39.43,6,11.829,248.409,2019-3-25 20:18:00,236.58,11.829,9.4
651-61-0874,3,2,2,1,5,2,46.22,4,9.244,194.124,2019-12-3 20:04:00,184.88,9.244,6.2
236-86-3015,3,2,1,1,5,3,13.98,1,0.699,14.679,2019-4-2 13:38:00,13.98,0.699,9.8
831-64-0259,2,1,2,2,2,3,39.75,5,99.375,2086.875,2019-2-22 10:43:00,198.75,99.375,9.6
587-03-7455,3,2,1,2,2,3,97.79,7,342.265,7187.565,2019-2-16 17:30:00,684.53,342.265,4.9
882-40-4577,1,3,1,1,6,2,67.26,4,13.452,282.492,2019-1-19 15:28:00,269.04,13.452,8.0
732-67-5346,1,3,2,1,3,2,13.79,5,34.475,723.975,2019-11-1 19:07:00,68.95,34.475,7.8
725-32-9708,2,1,1,2,2,1,68.71,4,13.742,288.582,2019-4-1 19:01:00,274.84,13.742,4.1
256-08-8343,1,3,2,2,5,3,56.53,4,11.306,237.426,2019-4-3 19:48:00,226.12,11.306,5.5
372-26-1506,3,2,2,2,2,3,23.82,5,5.955,125.055,2019-1-28 19:24:00,119.1,5.955,5.4
244-08-0162,2,1,2,2,4,1,34.21,10,17.105,359.205,2019-2-1 13:00:00,342.1,17.105,5.1
569-71-4390,2,1,2,1,6,3,21.87,2,2.187,45.927,2019-1-25 14:29:00,43.74,2.187,6.9
132-23-6451,1,3,1,1,4,1,20.97,5,52.425,1100.925,2019-4-1 13:21:00,104.85,52.425,7.8
696-90-2548,1,3,2,1,6,3,25.84,3,3.876,81.396,2019-10-3 18:55:00,77.52,3.876,6.6
472-15-9636,1,3,2,1,5,3,50.93,8,20.372,427.812,2019-3-22 19:36:00,407.44,20.372,9.2
268-03-6164,2,1,2,1,4,3,96.11,1,48.055,1009.155,2019-1-25 16:28:00,96.11,48.055,7.8
750-57-9686,3,2,2,2,5,2,45.38,4,9.076,190.596,2019-8-1 13:48:00,181.52,9.076,8.7
186-09-3669,3,2,1,2,4,3,81.51,1,40.755,855.855,2019-1-22 10:57:00,81.51,40.755,9.2
848-07-1692,2,1,2,2,4,3,57.22,2,5.722,120.162,2019-12-1 17:13:00,114.44,5.722,8.3
745-71-3520,1,3,1,2,1,1,25.22,7,8.827,185.367,2019-4-2 10:23:00,176.54,8.827,8.2
266-76-6436,3,2,1,2,3,3,38.6,3,5.79,121.59,2019-3-28 13:57:00,115.8,5.79,7.5
740-22-2500,3,2,2,2,1,1,84.05,3,126.075,2647.575,2019-1-23 13:29:00,252.15,126.075,9.8
271-88-8734,3,2,1,2,2,2,97.21,10,48.605,1020.705,2019-8-2 13:00:00,972.1,48.605,8.7
301-81-8610,2,1,1,1,2,2,25.42,8,10.168,213.528,2019-3-19 19:42:00,203.36,10.168,6.7
489-64-4354,3,2,2,1,2,1,16.28,1,0.814,17.094,2019-9-3 15:36:00,16.28,0.814,5.0
198-84-7132,2,1,1,1,2,1,40.61,9,182.745,3837.645,2019-2-1 13:40:00,365.49,182.745,7.0
269-10-8440,1,3,1,1,4,1,53.17,7,186.095,3907.995,2019-1-21 18:01:00,372.19,186.095,8.9
650-98-6268,2,1,1,2,3,2,20.87,3,31.305,657.405,2019-3-20 13:53:00,62.61,31.305,8.0
741-73-3559,2,1,2,1,6,1,67.27,5,168.175,3531.675,2019-2-27 17:27:00,336.35,168.175,6.9
325-77-6186,1,3,1,2,5,3,90.65,10,45.325,951.825,2019-8-3 10:53:00,906.5,45.325,7.3
286-75-7818,2,1,2,1,2,2,69.08,2,6.908,145.068,2019-1-31 19:48:00,138.16,6.908,6.9
574-57-9721,3,2,2,1,3,3,43.27,2,4.327,90.867,2019-8-3 16:53:00,86.54,4.327,5.7
459-50-7686,1,3,2,2,1,3,23.46,6,7.038,147.798,2019-1-13 19:14:00,140.76,7.038,6.4
616-87-0016,2,1,2,1,2,2,95.54,7,33.439,702.219,2019-9-3 14:36:00,668.78,33.439,9.6
837-55-7229,2,1,2,2,2,2,47.44,1,2.372,49.812,2019-2-22 18:19:00,47.44,2.372,6.8
751-69-0068,3,2,2,1,6,3,99.24,9,44.658,937.818,2019-3-19 19:09:00,893.16,44.658,9.0
257-73-1380,3,2,1,1,6,3,82.93,4,16.586,348.306,2019-1-20 16:51:00,331.72,16.586,9.6
345-08-4992,1,3,2,1,5,2,33.99,6,10.197,214.137,2019-8-3 15:37:00,203.94,10.197,7.7
549-96-4200,3,2,1,1,3,3,17.04,4,3.408,71.568,2019-8-3 20:15:00,68.16,3.408,7.0
810-60-6344,3,2,2,2,1,2,40.86,8,16.344,343.224,2019-7-2 14:38:00,326.88,16.344,6.5
450-28-2866,3,2,1,1,3,1,17.44,5,4.36,91.56,2019-1-15 19:25:00,87.2,4.36,8.1
394-30-3170,2,1,1,2,6,2,88.43,8,35.372,742.812,2019-3-22 19:35:00,707.44,35.372,4.3
138-17-5109,1,3,1,2,5,2,89.21,9,401.445,8430.345,2019-1-15 15:42:00,802.89,401.445,6.5
192-98-7397,3,2,2,1,2,3,12.78,1,0.639,13.419,2019-8-1 14:11:00,12.78,0.639,9.5
301-11-9629,1,3,2,2,6,1,19.1,7,6.685,140.385,2019-1-15 10:43:00,133.7,6.685,9.7
390-80-5128,2,1,1,2,4,2,19.15,1,0.9575,201.075,2019-1-28 17:58:00,19.15,0.9575,9.5
235-46-8343,3,2,1,1,3,2,27.66,10,13.83,290.43,2019-2-14 11:26:00,276.6,13.83,8.9
453-12-7053,3,2,2,1,2,2,45.74,3,6.861,144.081,2019-10-3 17:38:00,137.22,6.861,6.5
296-11-7041,2,1,1,2,4,2,27.07,1,13.535,284.235,2019-12-1 20:07:00,27.07,13.535,5.3
449-27-2918,2,1,1,2,6,2,39.12,1,1.956,41.076,2019-3-26 11:02:00,39.12,1.956,9.6
891-01-7034,2,1,2,2,1,1,74.71,6,22.413,470.673,2019-1-1 19:07:00,448.26,22.413,6.7
744-09-5786,2,1,2,1,1,1,22.01,6,6.603,138.663,2019-2-1 18:50:00,132.06,6.603,7.6
727-17-0390,1,3,2,2,3,3,63.61,5,159.025,3339.525,2019-3-16 12:43:00,318.05,159.025,4.8
568-88-3448,1,3,2,1,4,3,25.0,1,1.25,26.25,2019-3-3 15:09:00,25.0,1.25,5.5
187-83-5490,1,3,1,1,1,1,20.77,4,4.154,87.234,2019-1-31 13:47:00,83.08,4.154,4.7
767-54-1907,2,1,1,2,2,1,29.56,5,7.39,155.19,2019-2-13 16:59:00,147.8,7.39,6.9
710-46-4433,2,1,1,2,3,2,77.4,9,34.83,731.43,2019-2-15 14:15:00,696.6,34.83,4.5
533-33-5337,2,1,2,1,1,1,79.39,10,39.695,833.595,2019-7-2 20:24:00,793.9,39.695,6.2
325-90-8763,3,2,1,2,1,1,46.57,10,23.285,488.985,2019-1-27 13:58:00,465.7,23.285,7.6
729-46-7422,3,2,2,1,3,2,35.89,1,17.945,376.845,2019-2-23 16:52:00,35.89,17.945,7.9
639-76-1242,3,2,2,1,3,1,40.52,5,10.13,212.73,2019-3-2 15:19:00,202.6,10.13,4.5
234-03-4040,2,1,1,2,3,2,73.05,10,36.525,767.025,2019-3-3 12:25:00,730.5,36.525,8.7
326-71-2155,3,2,2,2,6,1,73.95,4,14.79,310.59,2019-3-2 10:02:00,295.8,14.79,6.1
320-32-8842,3,2,1,2,3,1,22.62,1,1.131,23.751,2019-3-17 18:58:00,22.62,1.131,6.4
470-32-9057,1,3,1,1,3,2,51.34,5,12.835,269.535,2019-3-28 15:31:00,256.7,12.835,9.1
878-30-2331,3,2,1,2,6,2,54.55,10,27.275,572.775,2019-2-3 11:22:00,545.5,27.275,7.1
440-59-5691,3,2,1,2,4,2,37.15,7,130.025,2730.525,2019-8-2 13:12:00,260.05,130.025,7.7
554-53-3790,2,1,2,1,6,1,37.02,6,11.106,233.226,2019-3-22 18:33:00,222.12,11.106,4.5
746-19-0921,3,2,2,1,3,3,21.58,1,1.079,22.659,2019-9-2 10:02:00,21.58,1.079,7.2
233-34-0817,3,2,1,2,1,1,98.84,1,4.942,103.782,2019-2-15 11:21:00,98.84,4.942,8.4
767-05-1286,3,2,1,2,5,3,83.77,6,25.131,527.751,2019-1-23 12:10:00,502.62,25.131,5.4
340-21-9136,1,3,1,2,6,1,40.05,4,8.01,168.21,2019-1-25 11:40:00,160.2,8.01,9.7
405-31-3305,1,3,1,1,2,2,43.13,10,21.565,452.865,2019-2-2 18:31:00,431.3,21.565,5.5
731-59-7531,2,1,1,1,4,1,72.57,8,29.028,609.588,2019-3-30 17:58:00,580.56,29.028,4.6
676-39-6028,1,3,1,2,1,1,64.44,5,16.11,338.31,2019-3-30 17:04:00,322.2,16.11,6.6
502-05-1910,1,3,2,1,4,2,65.18,3,9.777,205.317,2019-2-25 20:35:00,195.54,9.777,6.3
